강릉
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
거창
	22
	22
	22
	22
	21
	21
	22
	22
	22
	22
	22
	21
	22
경주
	23
	23
	23
	23
	22
	22
	22
	22
	23
	23
	23
	23
	23
고창
	24
	24
	24
	24
	23
	23
	24
	24
	23
	23
	24
	24
	24
광양
	24
	24
	25
	25
	24
	24
	24
	24
	24
	24
	24
	24
	24
광주
	24
	24
	25
	25
	24
	24
	24
	24
	24
	24
	25
	25
	24
군산
	24
	24
	25
	25
	25
	25
	24
	24
	24
	24
	24
	24
	24
나주
	24
	24
	24
	24
	22
	22
	23
	23
	23
	23
	24
	24
	24
남원
	23
	23
	23
	23
	23
	23
	22
	22
	23
	23
	23
	23
	23
대구
	23
	23
	23
	23
	24
	24
	23
	23
	24
	24
	24
	24
	24
대전
	24
	24
	25
	25
	25
	25
	24
	24
	24
	24
	24
	24
	24
목포
	25
	25
	25
	25
	24
	24
	25
	25
	24
	24
	25
	25
	25
무주
	22
	22
	22
	22
	21
	21
	21
	21
	22
	22
	22
	22
	22
부산
	25
	25
	25
	25
	24
	24
	24
	24
	24
	24
	25
	24
	24
서귀포
	26
	26
	26
	26
	26
	26
	26
	26
	26
	26
	26
	25
	25
서울
	25
	25
	25
	25
	26
	26
	25
	25
	25
	25
	25
	24
	25
세종
	23
	23
	23
	23
	23
	23
	23
	23
	23
	23
	24
	23
	23
수원
	25
	25
	25
	25
	25
	25
	25
	25
	24
	24
	24
	24
	24
순천
	25
	25
	25
	25
	24
	24
	24
	24
	24
	24
	24
	25
	24
안동
	22
	22
	22
	22
	22
	22
	22
	22
	22
	22
	22
	22
	22
여수
	25
	25
	26
	26
	25
	25
	25
	25
	25
	25
	25
	25
	25
영동
	23
	23
	22
	22
	22
	22
	22
	22
	22
	22
	22
	22
	23
울릉도
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	23
울산
	24
	24
	23
	23
	23
	23
	23
	23
	24
	24
	23
	23
	23
울진
	23
	23
	23
	23
	23
	23
	23
	23
	22
	22
	23
	23
	22
원주
	23
	23
	24
	24
	23
	23
	24
	24
	23
	23
	23
	23
	24
이천
	23
	23
	23
	23
	24
	24
	23
	23
	23
	23
	23
	23
	23
인천
	25
	25
	25
	25
	26
	26
	25
	25
	25
	25
	25
	24
	24
전주
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
정읍
	23
	23
	23
	23
	23
	23
	23
	23
	23
	23
	24
	24
	24
제주
	26
	26
	27
	27
	26
	26
	26
	26
	26
	26
	26
	26
	25
진주
	24
	24
	23
	23
	22
	22
	22
	22
	23
	23
	23
	23
	23
창원
	24
	24
	24
	24
	24
	24
	23
	23
	24
	24
	24
	24
	24
청주
	25
	25
	25
	25
	25
	25
	24
	24
	24
	24
	24
	24
	24
춘천
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
	24
충주
	23
	23
	23
	23
	23
	23
	23
	23
	23
	23
	23
	23
	23
통영
	25
	25
	25
	25
	24
	24
	24
	24
	24
	24
	24
	24
	24
파주
	23
	23
	24
	24
	24
	24
	24
	24
	23
	23
	24
	23
	23
평택
	24
	24
	24
	24
	24
	24
	23
	23
	24
	24
	24
	24
	24
포항
	24
	24
	24
	24
	24
	24
	24
	24
	25
	25
	24
	24
	24
홍성
	23
	23
	24
	24
	24
	24
	23
	23
	23
	23
	24
	23
	23
